Date,최고가,최저가,시작가,종가,거래량,등락
2021-02-25,3099.800048828125,3026.469970703125,3026.469970703125,3099.68994140625,1280100,0
2021-02-26,3089.489990234375,2988.280029296875,3089.489990234375,3012.949951171875,1361300,1
2021-03-02,3096.5,3020.739990234375,3021.679931640625,3043.8701171875,1749900,1
2021-03-03,3083.0400390625,3029.3701171875,3041.199951171875,3082.989990234375,2236700,0
2021-03-04,3076.8798828125,3022.5400390625,3076.8798828125,3043.489990234375,1279000,0
2021-03-05,3036.97998046875,2982.449951171875,3036.159912109375,3026.260009765625,1187200,0
2021-03-08,3055.64990234375,2992.639892578125,3031.989990234375,2996.110107421875,1928300,0
2021-03-09,3000.489990234375,2929.360107421875,2989.9599609375,2976.1201171875,1534200,0
2021-03-10,3013.949951171875,2951.530029296875,2980.760009765625,2958.1201171875,905600,1
2021-03-11,3028.3701171875,2964.300048828125,2964.300048828125,3013.699951171875,1349200,1
2021-03-12,3061.429931640625,3030.72998046875,3030.72998046875,3054.389892578125,1669100,0
2021-03-15,3065.169921875,3036.139892578125,3057.06005859375,3045.7099609375,1161800,1
2021-03-16,3071.5400390625,3049.22998046875,3049.22998046875,3067.169921875,1123900,0
2021-03-17,3069.570068359375,3027.199951171875,3067.760009765625,3047.5,815000,1
